id_documento;tipo_pessoa;nome_razao;nome_fantasia;rg_ie;email;telefone;cep;endereco;numero;complemento;bairro;cidade;uf;categoria;limite_credito;status;data_cadastro
24.566.555/0001-78; JURIDICA; UASG 984169 - MUNICIPIO DE CRISTINA; PREFEITURA CRISTINA; ISENTO; licitacoes@cristina.mg.gov.br; (35) 3663-1100; 37476-000; Praca Santo Antonio; s/n; s/n; Centro; Cristina; MG; CLIENTE; NADA; ATIVO; 13/02/2026
91.914.777/0001-56; JURIDICA; UASG 984517 - MUNICIPIO DE CRUZ ALTA; PREFEITURA C ALTA; ISENTO; licitacoes@cruzalta.rs.gov.br; (55) 3321-1300; 98005-001; Avenida General Osorio;533; s/n; Centro; Cruz Alta; RS; CLIENTE; NADA; ATIVO; 13/02/2026
87.613.063/0001-22; JURIDICA; UASG 984557 - MUNICIPIO DE CRUZ ALTA; PREFEITURA CRUZ ALTA; ISENTO; licitacao@cruzalta.rs.gov.br; (55) 3321-1300; 98005-000; Avenida General Osorio;533; s/n; Centro; Cruz Alta; RS; CLIENTE; NADA; ATIVO; 13/02/2026
46.525.047/0001-85; JURIDICA; UASG 989247 - MUNICIPIO DE CRUZEIRO; PREFEITURA CRUZEIRO; ISENTO; licitacoes@cruzeiro.sp.gov.br; (12) 3141-1100; 12701-010; Avenida Major Novaes;499; s/n; Centro; Cruzeiro; SP; CLIENTE; NADA; ATIVO; 13/02/2026
46.524.120/0001-01; JURIDICA; UASG 989197 - MUNICIPIO DE CUBATAO; PREFEITURA CUBATAO; ISENTO; licitacoes@cubatao.sp.gov.br; (13) 3362-6000; 11500-000; Praca dos Emancipadores; s/n; s/n; Centro; Cubatao; SP; CLIENTE; NADA; ATIVO; 13/02/2026
46.524.187/0001-36; JURIDICA; UASG 158122 - IFSP CAMPUS CUBATAO; INSTITUTO FEDERAL; ISENTO; compras.cub@ifsp.edu.br; (13) 3346-5300; 11533-160; Rua Maria Cristina;50; s/n; Casqueiro; Cubatao; SP; CLIENTE; NADA; ATIVO; 13/02/2026
00.038.166/0012-50; JURIDICA; UASG 080013 - TRIBUNAL REGIONAL DO TRABALHO DA 9 REGIAO; TRT 9; ISENTO; licitacao@trt9.jus.br; (41) 3310-7000; 80410-010; Alameda Doutor Carlos de Carvalho;528; s/n; Centro; Curitiba; PR; CLIENTE; NADA; ATIVO; 13/02/2026
00.394.411/0012-61; JURIDICA; UASG 070019 - TRIBUNAL REGIONAL ELEITORAL DO PARANA; TRE PR; ISENTO; licitacao@tre-pr.jus.br; (41) 3330-8500; 80220-210; Rua Joao Parolin;224; s/n; Prado Velho; Curitiba; PR; CLIENTE; NADA; ATIVO; 13/02/2026
00.394.460/0015-34; JURIDICA; UASG 200373 - SUPERINTENDENCIA REGIONAL POLICIA FEDERAL PR; POLICIA FEDERAL; ISENTO; compras.srpr@pf.gov.br; (41) 3251-7500; 82600-000; Rua Jose Kloss;10; s/n; Santa Candida; Curitiba; PR; CLIENTE; NADA; ATIVO; 13/02/2026
00.394.494/0013-70; JURIDICA; UASG 170025 - SUPERINTENDENCIA RECEITA FEDERAL 9RF; RECEITA FEDERAL; ISENTO; licitacoes.pr.rfb@rfb.gov.br; (41) 3213-1000; 80060-130; Rua Marechal Deodoro;555; s/n; Centro; Curitiba; PR; CLIENTE; NADA; ATIVO; 13/02/2026
00.394.502/0014-44; JURIDICA; UASG 120018 - JUSTICA FEDERAL DO PARANA; JFPR; ISENTO; compras@jfpr.jus.br; (41) 3210-1300; 80030-230; Avenida Anita Garibaldi;888; s/n;; Curitiba; PR; CLIENTE; NADA; ATIVO; 13/02/2026
01.442.222/0018-83; JURIDICA; UASG 160102 - COMANDO DA 5 REGIAO MILITAR; EXERCITO BRASILEIRO; ISENTO; licitacoes@5rm.eb.mil.br; (41) 3316-4800; 80010-160; Rua 24 de Maio;156; s/n; Centro; Curitiba; PR; CLIENTE; NADA; ATIVO; 13/02/2026
01.442.222/0019-64; JURIDICA; UASG 160410 - COLEGIO MILITAR DE CURITIBA; CMC; ISENTO; compras@cmc.eb.mil.br; (41) 3361-3000; 82510-000; Praca das Nacoes; s/n; s/n; Taruma; Curitiba; PR; CLIENTE; NADA; ATIVO; 13/02/2026
01.442.222/0020-06; JURIDICA; UASG 160411 - HOSPITAL MILITAR DE AREA DE CURITIBA; HMAC; ISENTO; compras@hmac.eb.mil.br; (41) 3281-7500; 80230-010; Avenida Vicente Machado;585; s/n; Batel; Curitiba; PR; CLIENTE; NADA; ATIVO; 13/02/2026
01.442.222/0021-97; JURIDICA; UASG 160412 - 5 BATALHAO LOGISTICO; EXERCITO BRASILEIRO; ISENTO; licitacoes.5blog@eb.mil.br; (41) 3316-4800; 80010-160; Avenida Republica Argentina; s/n; s/n; Pinheirinho; Curitiba; PR; CLIENTE; NADA; ATIVO; 13/02/2026
10.727.228/0001-41; JURIDICA; UASG 158129 - INSTITUTO FEDERAL DO PARANA; IFPR; ISENTO; compras@ifpr.edu.br; (41) 3595-7600; 80215-090; Rua Emilio Bertolini;54; s/n; Cajuru; Curitiba; PR; CLIENTE; NADA; ATIVO; 13/02/2026
10.727.228/0006-56; JURIDICA; UASG 158477 - IFPR CAMPUS CURITIBA; INSTITUTO FEDERAL; ISENTO; compras.curitiba@ifpr.edu.br; (41) 3331-9400; 80210-210; Rua Joao Negrao;1285; s/n; Reboucas; Curitiba; PR; CLIENTE; NADA; ATIVO; 13/02/2026
75.026.552/0001-02; JURIDICA; UASG 153079 - UNIVERSIDADE FEDERAL DO PARANA; UFPR; ISENTO; licitacoes@ufpr.br; (41) 3360-5000; 80060-000; Rua XV de Novembro;1299; Reitoria; Centro; Curitiba; PR; CLIENTE; NADA; ATIVO; 13/02/2026
75.026.552/0002-85; JURIDICA; UASG 153080 - HOSPITAL DE CLINICAS DA UFPR; HC UFPR; ISENTO; licitacao.chc@ebserh.gov.br; (41) 3360-1800; 80060-240; Rua General Carneiro;181; s/n; Alto da Gloria; Curitiba; PR; CLIENTE; NADA; ATIVO; 13/02/2026
75.435.845/0001-22; JURIDICA; UASG 987483 - MUNICIPIO DE CURITIBA; PREFEITURA CURITIBA; ISENTO; licitacoes@curitiba.pr.gov.br; (41) 3350-8484; 80020-300; Avenida Candido de Abreu;817; s/n; Centro Civico; Curitiba; PR; CLIENTE; NADA; ATIVO; 13/02/2026
78.206.300/0001-21; JURIDICA; UASG 153251 - UNIVERSIDADE TECNOLOGICA FEDERAL DO PARANA; UTFPR; ISENTO; licitacoes@utfpr.edu.br; (41) 3310-4545; 80230-901; Avenida Sete de Setembro;3165; s/n; Reboucas; Curitiba; PR; CLIENTE; NADA; ATIVO; 13/02/2026
24.677.666/0001-89; JURIDICA; UASG 984171 - MUNICIPIO DE CURVELO; PREFEITURA CURVELO; ISENTO; licitacoes@curvelo.mg.gov.br; (38) 3721-4400; 35790-000; Praca Central; s/n; s/n; Centro; Curvelo; MG; CLIENTE; NADA; ATIVO; 13/02/2026
46.523.420/0001-37; JURIDICA; UASG 989127 - MUNICIPIO DE DIADEMA; PREFEITURA DIADEMA; ISENTO; licitacoes@diadema.sp.gov.br; (11) 4057-7700; 09911-130; Rua Almirante Barroso;111; s/n; Vila Santa Dirce; Diadema; SP; CLIENTE; NADA; ATIVO; 13/02/2026
18.844.333/0001-23; JURIDICA; UASG 984335 - MUNICIPIO DE DIAMANTINA; PREFEITURA DIAMANTINA; ISENTO; licitacoes@diamantina.mg.gov.br; (38) 3531-9500; 39100-000; Rua da Gloria;394; s/n; Centro; Diamantina; MG; CLIENTE; NADA; ATIVO; 13/02/2026
20.890.123/0001-22; JURIDICA; UASG 153038 - UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA; UFVJM; ISENTO; compras@ufvjm.edu.br; (38) 3532-1200; 39100-000; Rodovia MGT 367; s/n; km 583; Alto da Jacuba; Diamantina; MG; CLIENTE; NADA; ATIVO; 13/02/2026
31.428.110/0001-30; JURIDICA; UASG 982613 - MUNICIPIO DE DIVINO DE SAO LOURENCO; PREFEITURA DIVINO; ISENTO; licitacoes@dslourenco.es.gov.br; (28) 3551-1100; 29590-000; Praca Principal; s/n; s/n; Centro; Divino de Sao Lourenco; ES; CLIENTE; NADA; ATIVO; 13/02/2026
18.451.344/0001-23; JURIDICA; UASG 984333 - MUNICIPIO DE DIVINOPOLIS; PREFEITURA DIVINOPOLIS; ISENTO; licitacoes@divinopolis.mg.gov.br; (37) 3229-8100; 35500-006; Rua Pernambuco;60; s/n; Centro; Divinopolis; MG; CLIENTE; NADA; ATIVO; 13/02/2026
96.720.111/0001-34; JURIDICA; UASG 984873 - MUNICIPIO DE DOM PEDRITO; PREFEITURA DOM PEDRITO; ISENTO; licitacoes@dompedrito.rs.gov.br; (53) 3243-3177; 96450-000; Rua Bernardino Angelo; s/n; s/n; Centro; Dom Pedrito; RS; CLIENTE; NADA; ATIVO; 13/02/2026
31.428.110/0001-31; JURIDICA; UASG 982615 - MUNICIPIO DE DOMINGOS MARTINS; PREFEITURA D MARTINS; ISENTO; licitacoes@domingosmartins.es.gov.br; (27) 3268-1200; 29260-000; Rua Bernardino Monteiro; s/n; s/n; Centro; Domingos Martins; ES; CLIENTE; NADA; ATIVO; 13/02/2026
31.428.110/0001-32; JURIDICA; UASG 982617 - MUNICIPIO DE DORES DO RIO PRETO; PREFEITURA DORES; ISENTO; licitacoes@drpreto.es.gov.br; (28) 3559-1100; 29580-000; Praca da Matriz; s/n; s/n; Centro; Dores do Rio Preto; ES; CLIENTE; NADA; ATIVO; 13/02/2026
28.546.412/0001-40; JURIDICA; UASG 985825 - MUNICIPIO DE DUAS BARRAS; PREFEITURA DUAS BARRAS; ISENTO; licitacoes@duasbarras.rj.gov.br; (22) 2534-1212; 28520-000; Praca Governador Portela;7; s/n; Centro; Duas Barras; RJ; CLIENTE; NADA; ATIVO; 13/02/2026
00.394.502/0015-40; JURIDICA; UASG 120056 - JUSTICA FEDERAL DUQUE DE CAXIAS; JUSTICA FEDERAL; ISENTO; compras.dca@jfrj.jus.br; (21) 3675-3100; 25071-202;Alameda Esmeralda;206; s/n; Jardim Primavera; Duque de Caxias; RJ; CLIENTE; NADA; ATIVO; 13/02/2026
10.851.211/0002-23; JURIDICA; UASG 158438 - IFRJ CAMPUS DUQUE DE CAXIAS; INSTITUTO FEDERAL; ISENTO; compras.dc@ifrj.edu.br; (21) 2671-2990; 25050-100;Rua Republica do Paraguai; s/n; s/n; Vila Sarapui; Duque de Caxias; RJ; CLIENTE; NADA; ATIVO; 13/02/2026
28.521.573/0001-80; JURIDICA; UASG 985741 - MUNICIPIO DE DUQUE DE CAXIAS; PREFEITURA CAXIAS; ISENTO; licitacao@duquedecaxias.rj.gov.br; (21) 2773-6200; 25071-202;Alameda Esmeralda;206; s/n; Jardim Primavera; Duque de Caxias; RJ; CLIENTE; NADA; ATIVO; 12/02/2026
29.138.302/0001-02; JURIDICA; UASG 985743 - MUNICIPIO DE DUQUE DE CAXIAS; CAMARA MUNICIPAL CAXIAS; ISENTO; compras@cmdc.rj.gov.br; (21) 2784-5000; 25071-202;Rua Paulo Lins;41; s/n; Jardim Primavera; Duque de Caxias; RJ; CLIENTE; NADA; ATIVO; 13/02/2026
29.138.278/0001-01; JURIDICA; UASG 985833 - MUNICIPIO DE DUQUE DE CAXIAS; PREFEITURA CAXIAS; ISENTO; licitacoes@duquedecaxias.rj.gov.br; (21) 2773-6200; 25071-202; Alameda Esmeralda;206; s/n; Jardim Primavera; Duque de Caxias; RJ; CLIENTE; NADA; ATIVO; 13/02/2026
15.567.890/0001-22; JURIDICA; INMETRO; INMETRO; ISENTO; compras@inmetro.gov.br; (21) 2679-9000; 25250-020; Avenida Nossa Senhora das Gracas;50; s/n; Xerem; Duque de Caxias; RJ; CLIENTE; NADA; ATIVO; 13/02/2026
26.678.901/0001-33; JURIDICA; INSTITUTO NACIONAL DE METROLOGIA; INMETRO RJ; ISENTO; compras.rj@inmetro.gov.br; (21) 2679-9000; 25250-020; Avenida N. Sra. das Gracas;50; s/n; Xerem; Duque de Caxias; RJ; CLIENTE; NADA; ATIVO; 13/02/2026
15.114.386/0001-53; JURIDICA; UASG 158143 - IFRJ CAMPUS DUQUE DE CAXIAS; INSTITUTO FEDERAL; ISENTO; compras.cax@ifrj.edu.br; (21) 2773-6500; 25050-100; Avenida Republica do Paraguai;120; s/n; Sarapui; Duque de Caxias; RJ; CLIENTE; NADA; ATIVO; 13/02/2026
31.428.110/0001-33; JURIDICA; UASG 982619 - MUNICIPIO DE ECOPORANGA; PREFEITURA ECOPORANGA; ISENTO; licitacoes@ecoporanga.es.gov.br; (27) 3755-1100; 29850-000; Praca Joao XIII; s/n; s/n; Centro; Ecoporanga; ES; CLIENTE; NADA; ATIVO; 13/02/2026
96.820.222/0001-45; JURIDICA; UASG 984875 - MUNICIPIO DE ELDORADO DO SUL; PREFEITURA ELDORADO; ISENTO; licitacoes@eldorado.rs.gov.br; (51) 3499-6300; 92990-000; Estrada da Arrozaria;10; s/n; Centro; Eldorado do Sul; RS; CLIENTE; NADA; ATIVO; 13/02/2026
24.788.777/0001-90; JURIDICA; UASG 984173 - MUNICIPIO DE ELOI MENDES; PREFEITURA E MENDES; ISENTO; licitacoes@eloimendes.mg.gov.br; (35) 3263-1200; 37110-000; Rua Silva Jardim;100; s/n; Centro; Eloi Mendes; MG; CLIENTE; NADA; ATIVO; 13/02/2026
46.523.685/0001-35; JURIDICA; UASG 989153 - MUNICIPIO DE EMBU DAS ARTES; PREFEITURA EMBU; ISENTO; licitacoes@embudasartes.sp.gov.br; (11) 4785-3500; 06803-000; Rua Andronico dos Prazeres Goncalves;114; s/n; Centro; Embu das Artes; SP; CLIENTE; NADA; ATIVO; 13/02/2026
28.548.513/0001-83; JURIDICA; UASG 985827 - MUNICIPIO DE ENGENHEIRO PAULO DE FRONTIN; PREFEITURA FRONTIN; ISENTO; licitacoes@paulodefrontin.rj.gov.br; (24) 2463-1103; 26650-000; Praca Rogerio de Melo; s/n; s/n; Centro; Engenheiro Paulo de Frontin; RJ; CLIENTE; NADA; ATIVO; 13/02/2026
10.863.368/0003-00; JURIDICA; UASG 158460 - IFRS CAMPUS ERECHIM; INSTITUTO FEDERAL; ISENTO; compras.erechim@ifrs.edu.br; (54) 3321-0700; 99700-000; Rua Domingos de Almeida;1111; s/n; Centro; Erechim; RS; CLIENTE; NADA; ATIVO; 13/02/2026
11.231.551/0001-04; JURIDICA; UASG 154503 - UNIVERSIDADE FEDERAL DA FRONTEIRA SUL; UFFS; ISENTO; licitacao@uffs.edu.br; (54) 3320-1100; 99700-000; Avenida Dom Adelmo Machado; s/n; s/n; Centro; Erechim; RS; CLIENTE; NADA; ATIVO; 13/02/2026
89.312.111/0001-99; JURIDICA; UASG 984457 - MUNICIPIO DE ERECHIM; PREFEITURA ERECHIM; ISENTO; licitacoes@erechim.rs.gov.br; (54) 3520-7000; 99700-001; Praca da Bandeira;354; s/n; Centro; Erechim; RS; CLIENTE; NADA; ATIVO; 13/02/2026
91.314.111/0001-90; JURIDICA; UASG 153302 - UFFS CAMPUS ERECHIM; UFFS; ISENTO; compras.er@uffs.edu.br; (54) 3321-7050; 99700-000; Rodovia ERS 135; s/n; km 72; Zona Rural; Erechim; RS; CLIENTE; NADA; ATIVO; 13/02/2026
87.734.505/0001-13; JURIDICA; UASG 984713 - MUNICIPIO DE ERECHIM; PREFEITURA ERECHIM; ISENTO; licitacao@erechim.rs.gov.br; (54) 3520-7000; 99700-000; Praca da Bandeira;354; s/n; Centro; Erechim; RS; CLIENTE; NADA; ATIVO; 13/02/2026
18.855.444/0001-34; JURIDICA; UASG 984355 - MUNICIPIO DE ESPERA FELIZ; PREFEITURA E FELIZ; ISENTO; licitacoes@esperafeliz.mg.gov.br; (32) 3746-1100; 36830-000; Rua Fioravante Padula; s/n; s/n; Centro; Espera Feliz; MG; CLIENTE; NADA; ATIVO; 13/02/2026
24.899.888/0001-01; JURIDICA; UASG 984177 - MUNICIPIO DE ESPINOSA; PREFEITURA ESPINOSA; ISENTO; licitacoes@espinosa.mg.gov.br; (38) 3812-1100; 39510-000; Praca Antenor Balduino; s/n; s/n; Centro; Espinosa; MG; CLIENTE; NADA; ATIVO; 13/02/2026
89.712.555/0001-34; JURIDICA; UASG 984477 - MUNICIPIO DE ESTEIO; PREFEITURA ESTEIO; ISENTO; licitacoes@esteio.rs.gov.br; (51) 3433-8100; 93260-001; Rua Engenheiro Hener de Souza Nunes;150; s/n; Centro; Esteio; RS; CLIENTE; NADA; ATIVO; 13/02/2026
87.613.535/0001-41; JURIDICA; UASG 984715 - MUNICIPIO DE ESTEIO; PREFEITURA ESTEIO; ISENTO; licitacao@esteio.rs.gov.br; (51) 3433-8100; 93260-000; Rua Engenheiro Hener de Souza Nunes;150; s/n; Centro; Esteio; RS; CLIENTE; NADA; ATIVO; 13/02/2026
92.215.111/0001-89; JURIDICA; UASG 984119 - MUNICIPIO DE ESTRELA; PREFEITURA ESTRELA; ISENTO; licitacoes@estrela.rs.gov.br; (51) 3981-1000; 95880-001; Rua Julio de Castilhos;380; s/n; Centro; Estrela; RS; CLIENTE; NADA; ATIVO; 13/02/2026
87.613.527/0001-03; JURIDICA; UASG 984711 - MUNICIPIO DE ESTRELA; PREFEITURA ESTRELA; ISENTO; licitacao@estrela.rs.gov.br; (51) 3981-1000; 95880-000; Rua Julio de Castilhos;380; s/n; Centro; Estrela; RS; CLIENTE; NADA; ATIVO; 13/02/2026
25.011.000/0001-12; JURIDICA; UASG 984179 - MUNICIPIO DE EXTREMA; PREFEITURA EXTREMA; ISENTO; licitacoes@extrema.mg.gov.br; (35) 3435-1200; 37640-000; Avenida Delegado Waldemar Gomes;165; s/n; Centro; Extrema; MG; CLIENTE; NADA; ATIVO; 13/02/2026
90.313.111/0001-90; JURIDICA; UASG 984497 - MUNICIPIO DE FARROUPILHA; PREFEITURA FARROUPILHA; ISENTO; licitacoes@farroupilha.rs.gov.br; (54) 3261-6900; 95180-001; Praca da Emancipacao; s/n; s/n; Centro; Farroupilha; RS; CLIENTE; NADA; ATIVO; 13/02/2026
87.613.196/0001-07; JURIDICA; UASG 984711 - MUNICIPIO DE FARROUPILHA; PREFEITURA FARROUPILHA; ISENTO; licitacao@farroupilha.rs.gov.br; (54) 3261-6900; 95180-000; Praca da Emancipacao; s/n; s/n; Centro; Farroupilha; RS; CLIENTE; NADA; ATIVO; 13/02/2026
76.205.429/0001-58; JURIDICA; UASG 987517 - MUNICIPIO DE FAZENDA RIO GRANDE; PREFEITURA FAZENDA; ISENTO; licitacao@fazendariogrande.pr.gov.br; (41) 3627-8500; 83820-000; Rua Jacaranda;82; s/n; Nacoes; Fazenda Rio Grande; PR; CLIENTE; NADA; ATIVO; 13/02/2026
46.524.941/0001-78; JURIDICA; UASG 989237 - MUNICIPIO DE FERNANDOPOLIS; PREFEITURA FERNANDOPOLIS; ISENTO; licitacoes@fernandopolis.sp.gov.br; (17) 3465-0150; 15600-000; Rua Porto Alegre;350; s/n; Jardim Santa Rita; Fernandopolis; SP; CLIENTE; NADA; ATIVO; 13/02/2026
46.525.800/0001-20; JURIDICA; UASG 989323 - MUNICIPIO DE FERRAZ DE VASCONCELOS; PREFEITURA FERRAZ DE VASCONCELOS; ISENTO; licitacoes@ferrazdevasconcelos.sp.gov.br; (11) 4674-7800; 08500-050; Rua Pedro Foschini;200; s/n; Centro; Ferraz de Vasconcelos; SP; CLIENTE; NADA; ATIVO; 13/02/2026
46.523.941/0001-22; JURIDICA; UASG 989179 - MUNICIPIO DE FERRAZ DE VASCONCELOS; PREFEITURA FERRAZ; ISENTO; licitacoes@ferrazdevasconcelos.sp.gov.br; (11) 4674-7800; 08500-050; Rua Pedro Foschini;200; s/n; Vila Romanopolis; Ferraz de Vasconcelos; SP; CLIENTE; NADA; ATIVO; 13/02/2026
18.866.555/0001-45; JURIDICA; UASG 984395 - MUNICIPIO DE FORMIGA; PREFEITURA FORMIGA; ISENTO; licitacoes@formiga.mg.gov.br; (37) 3329-1800; 35570-000; Praca Ferreira Pires;4; s/n; Centro; Formiga; MG; CLIENTE; NADA; ATIVO; 13/02/2026
00.394.460/0047-24; JURIDICA; UASG 200374 - DELEGACIA DE POLICIA FEDERAL EM FOZ DO IGUACU; POLICIA FEDERAL; ISENTO; compras.fig.pr@pf.gov.br; (45) 3576-5500; 85852-010; Avenida Parana;3471; s/n; Centro; Foz do Iguacu; PR; CLIENTE; NADA; ATIVO; 13/02/2026
00.394.494/0053-68; JURIDICA; UASG 170138 - DELEGACIA DA RECEITA FEDERAL FOZ DO IGUACU; RECEITA FEDERAL; ISENTO; licitacoes.fig.rfb@rfb.gov.br; (45) 3520-4300; 85851-010; Avenida Parana;1227; s/n; Centro; Foz do Iguacu; PR; CLIENTE; NADA; ATIVO; 13/02/2026
10.727.228/0003-03; JURIDICA; UASG 158474 - IFPR CAMPUS FOZ DO IGUACU; INSTITUTO FEDERAL; ISENTO; compras.foz@ifpr.edu.br; (45) 3422-5300; 85870-650; Avenida Araucaria;780; s/n; Vila A; Foz do Iguacu; PR; CLIENTE; NADA; ATIVO; 13/02/2026
76.205.668/0001-08; JURIDICA; UASG 987523 - MUNICIPIO DE FOZ DO IGUACU; PREFEITURA FOZ; ISENTO; licitacao@pmfi.pr.gov.br; (45) 2105-1000; 85851-010; Praca Getulio Vargas;280; s/n; Centro; Foz do Iguacu; PR; CLIENTE; NADA; ATIVO; 13/02/2026
46.523.503/0001-26; JURIDICA; UASG 989135 - MUNICIPIO DE FRANCA; PREFEITURA FRANCA; ISENTO; licitacoes@franca.sp.gov.br; (16) 3711-9000; 14400-660; Rua Frederico Moura;1517; s/n; Cidade Nova; Franca; SP; CLIENTE; NADA; ATIVO; 13/02/2026
46.524.408/0001-04; JURIDICA; UASG 153039 - UNESP CAMPUS FRANCA; UNIVERSIDADE ESTADUAL; ISENTO; compras.franca@unesp.br; (16) 3706-8700; 14400-690; Avenida Eufrasia Monteiro Petraglia;900; s/n; Jardim Antonio Petraglia; Franca; SP; CLIENTE; NADA; ATIVO; 13/02/2026
76.205.361/0001-06; JURIDICA; UASG 987521 - MUNICIPIO DE FRANCISCO BELTRAO; PREFEITURA BELTRAO; ISENTO; licitacao@franciscobeltrao.pr.gov.br; (46) 3520-2121; 85601-000; Rua Octaviano Teixeira dos Santos;1000; s/n; Centro; Francisco Beltrao; PR; CLIENTE; NADA; ATIVO; 13/02/2026
46.525.660/0001-90; JURIDICA; UASG 989309 - MUNICIPIO DE FRANCISCO MORATO; PREFEITURA FRANCISCO MORATO; ISENTO; licitacoes@franciscomorato.sp.gov.br; (11) 4489-8900; 07901-000; Rua Progresso;161; s/n; Centro; Francisco Morato; SP; CLIENTE; NADA; ATIVO; 13/02/2026
46.523.966/0001-26; JURIDICA; UASG 989181 - MUNICIPIO DE FRANCISCO MORATO; PREFEITURA F MORATO; ISENTO; licitacoes@franciscomorato.sp.gov.br; (11) 4489-8900; 07901-000; Rua Progresso;161; s/n; Centro; Francisco Morato; SP; CLIENTE; NADA; ATIVO; 13/02/2026
46.525.686/0001-39; JURIDICA; UASG 989311 - MUNICIPIO DE FRANCO DA ROCHA; PREFEITURA FRANCO DA ROCHA; ISENTO; licitacoes@francodarocha.sp.gov.br; (11) 4811-1400; 07850-905; Avenida Liberdade;250; s/n; Centro; Franco da Rocha; SP; CLIENTE; NADA; ATIVO; 13/02/2026
46.524.867/0001-90; JURIDICA; UASG 989229 - MUNICIPIO DE FRANCO DA ROCHA; PREFEITURA FRANCO; ISENTO; licitacoes@francodarocha.sp.gov.br; (11) 4811-1400; 07850-905; Avenida Liberdade;250; s/n; Centro; Franco da Rocha; SP; CLIENTE; NADA; ATIVO; 13/02/2026
87.613.519/0001-59; JURIDICA; UASG 984715 - MUNICIPIO DE FREDERICO WESTPHALEN; PREFEITURA FREDERICO; ISENTO; licitacao@fredericowestphalen.rs.gov.br; (55) 3744-5050; 98400-000; Rua Jose Caetano;585; s/n; Centro; Frederico Westphalen; RS; CLIENTE; NADA; ATIVO; 13/02/2026
18.877.666/0001-56; JURIDICA; UASG 984415 - MUNICIPIO DE FRUTAL; PREFEITURA FRUTAL; ISENTO; licitacoes@frutal.mg.gov.br; (34) 3423-2800; 38200-000; Praca Getulio Vargas;100; s/n; Centro; Frutal; MG; CLIENTE; NADA; ATIVO; 13/02/2026
31.428.110/0001-34; JURIDICA; UASG 982621 - MUNICIPIO DE FUNDAO; PREFEITURA FUNDAO; ISENTO; licitacoes@fundao.es.gov.br; (27) 3267-1555; 29185-000; Rua Sao Jose; s/n; s/n; Centro; Fundao; ES; CLIENTE; NADA; ATIVO; 13/02/2026
87.613.014/0001-14; JURIDICA; UASG 984717 - MUNICIPIO DE GARIBALDI; PREFEITURA GARIBALDI; ISENTO; licitacao@garibaldi.rs.gov.br; (54) 3462-8200; 95720-000; Avenida Rio Branco;1111; s/n; Centro; Garibaldi; RS; CLIENTE; NADA; ATIVO; 13/02/2026
01.442.222/0015-49; JURIDICA; UASG 160241 - ARSENAL DE GUERRA DE GENERAL CAMARA; EXERCITO BRASILEIRO; ISENTO; licitacoes.aggc@eb.mil.br; (51) 3651-1122; 95820-000; Rua Duque de Caxias; s/n; s/n; Centro; General Camara; RS; CLIENTE; NADA; ATIVO; 13/02/2026
18.421.345/0001-67; JURIDICA; UASG 984531 - MUNICIPIO DE GOVERNADOR VALADARES; PREFEITURA G VALADARES; ISENTO; licitacoes@valadares.mg.gov.br; (33) 3271-8000; 35010-000; Rua Marechal Floriano;905; s/n; Centro; Governador Valadares; MG; CLIENTE; NADA; ATIVO; 13/02/2026
21.899.888/0001-34; JURIDICA; UASG 153063 - UFJF CAMPUS GOV VALADARES; UFJF GV; ISENTO; compras.gv@ufjf.edu.br; (33) 3301-1000; 35010-177; Rua Israel Pinheiro;2000; s/n; Centro; Governador Valadares; MG; CLIENTE; NADA; ATIVO; 13/02/2026
93.216.222/0001-89; JURIDICA; UASG 984559 - MUNICIPIO DE GRAMADO; PREFEITURA GRAMADO; ISENTO; licitacoes@gramado.rs.gov.br; (54) 3286-0200; 95670-001; Avenida das Hortensias;2029; s/n; Centro; Gramado; RS; CLIENTE; NADA; ATIVO; 13/02/2026
87.613.576/0001-38; JURIDICA; UASG 984719 - MUNICIPIO DE GRAMADO; PREFEITURA GRAMADO; ISENTO; licitacao@gramado.rs.gov.br; (54) 3286-0200; 95670-000; Avenida das Hortensias;2029; s/n; Centro; Gramado; RS; CLIENTE; NADA; ATIVO; 13/02/2026
88.254.834/0001-13; JURIDICA; UASG 984437 - MUNICIPIO DE GRAVATAI; PREFEITURA GRAVATAI; ISENTO; licitacoes@gravatai.rs.gov.br; (51) 3600-7000; 94010-001; Avenida Jose Loureiro da Silva;1350; s/n; Centro; Gravatai; RS; CLIENTE; NADA; ATIVO; 13/02/2026
91.693.531/0001-71; JURIDICA; UASG 984711 - MUNICIPIO DE GRAVATAI; PREFEITURA GRAVATAI; ISENTO; licitacao@gravatai.rs.gov.br; (51) 3600-7000; 94010-020; Avenida Jose Loureiro da Silva;1350; s/n; Centro; Gravatai; RS; CLIENTE; NADA; ATIVO; 13/02/2026
89.412.222/0001-01; JURIDICA; UASG 984557 - MUNICIPIO DE GUA IBA; PREFEITURA GUA IBA; ISENTO; licitacoes@guaiba.rs.gov.br; (51) 3480-1255; 92500-001; Avenida Nestor de Moura Jardim;111; s/n; Centro; Guaiba; RS; CLIENTE; NADA; ATIVO; 13/02/2026
